,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,Rank Description,RATEG,Full RATEG Description,Full RATEG Division,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Error,Deck?,Fault,High/Low,Event Description,Continue,anomaly,(Y/S) drop incident due to lack of information for interpretation,Human Involved?
2312,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52120,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154327,52G,CL,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
2313,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52121,36.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154327,52G,CL,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
2314,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52122,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154327,52G,CL,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
2315,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52123,27.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154327,52G,CL,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,,Yes,Other,Low,Machine Damage,,,,No
2316,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52120,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154326,52G,XA,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2317,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52120,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154328,52G,PD,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2318,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52120,35.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154329,52G,X3,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2319,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52121,36.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154326,52G,XA,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2320,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52121,36.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154328,52G,PD,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2321,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52121,36.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154329,52G,X3,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2322,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52122,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154326,52G,XA,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2323,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52122,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154328,52G,PD,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2324,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52122,33.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154329,52G,X3,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2325,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52123,27.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154326,52G,XA,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),BLOWN TIRE/FAILED TIRE STRUCTURE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2326,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52123,27.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154328,52G,PD,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),AIRFRAME,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2327,82128,4/27/2002 12:00:00 AM,C,2002.0,1C,N,N21847,JOHN C STENNIS,CVN,87337,EA006B,Y,E,52123,27.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09199,ACFT BLEW RIGHT MAIN MOUNT TIRE CONDUCTING SHIPBOARD MOVLAS RECOVERY. ,154329,52G,X3,MANUAL OPERATED VISUAL LANDING AID (MOVLAS),DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2328,82151,11/30/2002 12:00:00 AM,C,2003.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87367,F018C,Y,E,52190,,H,,,Unknown,,Unknown,Unknown,N09637,TOWED AIRCRAFT #1 BACKED INTO RADOME OF AIRCRAFT #2.                  ,154427,951,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2329,82151,11/30/2002 12:00:00 AM,C,2003.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87367,F018C,Y,E,52190,,H,,,Unknown,,Unknown,Unknown,N09637,TOWED AIRCRAFT #1 BACKED INTO RADOME OF AIRCRAFT #2.                  ,154428,951,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2330,82151,11/30/2002 12:00:00 AM,C,2003.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87367,F018C,Y,E,52190,,H,,,Unknown,,Unknown,Unknown,N09637,TOWED AIRCRAFT #1 BACKED INTO RADOME OF AIRCRAFT #2.                  ,154429,951,P1,FLIGHT DECK,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2331,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87374,E002C,Y,E,52229,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154451,5XX,A3,OTHER,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2332,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87374,E002C,Y,E,52230,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154451,5XX,A3,OTHER,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2333,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87374,E002C,Y,E,52231,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154451,5XX,A3,OTHER,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2334,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87374,E002C,Y,E,52232,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154451,5XX,A3,OTHER,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2335,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87374,E002C,Y,E,52233,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154451,5XX,A3,OTHER,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2336,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87375,E002C,N,E,52234,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154452,911,A3,FLIGHT DECK,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2337,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87375,E002C,N,E,52235,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154452,911,A3,FLIGHT DECK,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2338,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87375,E002C,N,E,52236,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154452,911,A3,FLIGHT DECK,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2339,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87375,E002C,N,E,52237,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154452,911,A3,FLIGHT DECK,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2340,82157,5/5/2003 12:00:00 AM,C,2003.0,1C,N,N21247,THEODORE ROOSEVELT,CVN,87375,E002C,N,E,52238,,H,O05,CDR,Commander,,Unknown,Unknown,N09526,STB WINGTIP STRUCK SPINNING PROP OF PARKED ACFT DURING WAVEOFF.       ,154452,911,A3,FLIGHT DECK,COLLISION BETWEEN AN AIRBORNE AIRCRAFT AND ONE ON GROUND/FLIGHT DECK,M,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2341,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52256,21.0,A,,,Unknown,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154520,942,CY,HANGAR DECK,PERSONNEL,M,FATAL,,,,High,Pinning,,,,Yes
2342,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52256,21.0,A,,,Unknown,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154521,942,P4,HANGAR DECK,FUEL/OIL,M,FATAL,,,,High,Pinning,,,,Yes
2343,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52256,21.0,A,,,Unknown,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154522,942,XB,HANGAR DECK,PERSONNEL INJURED,M,FATAL,,,,High,Pinning,,,,Yes
2344,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52256,21.0,A,,,Unknown,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154523,942,XU,HANGAR DECK,AIRCRAFT GROUND HANDLING,M,FATAL,,,,High,Pinning,,,,Yes
2345,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52257,24.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154520,942,CY,HANGAR DECK,PERSONNEL,M,NO INJURY OR ILLNESS,,,,Low,Pinning,,,,Yes
2346,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52257,24.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154521,942,P4,HANGAR DECK,FUEL/OIL,M,NO INJURY OR ILLNESS,,,,Low,Pinning,,,,Yes
2347,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52257,24.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154522,942,XB,HANGAR DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Pinning,,,,Yes
2348,82161,11/21/2003 12:00:00 AM,A,2004.0,3A,Y,N21412,GEORGE WASHINGTON,CVN,87401,S003B,Y,E,52257,24.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09572,"DUR ACFT TOWING DOLLY REPOSITIONING, PERS CRUSHED BTWN STORE & DOLLY. ",154523,942,XU,HANGAR DECK,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,,,,Low,Pinning,,,,Yes
2349,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52258,26.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154524,478,CV,REFUELING,STRUCK BY OBJECT DROPPED BY ANOTHER AIRCRAFT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2350,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52258,26.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154525,478,C8,REFUELING,"FOD, DEBRIS, OR PARTS FROM ANOTHER AIRCRAFT",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2351,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52258,26.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154526,478,P8,REFUELING,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2352,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52259,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154524,478,CV,REFUELING,STRUCK BY OBJECT DROPPED BY ANOTHER AIRCRAFT,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2353,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52259,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154525,478,C8,REFUELING,"FOD, DEBRIS, OR PARTS FROM ANOTHER AIRCRAFT",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2354,82162,12/7/2003 12:00:00 AM,B,2004.0,1B,N,N21412,GEORGE WASHINGTON,CVN,87402,F014B,Y,E,52259,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09281,"DUR ACFT REFUELING, BASKET SEPARATED FROM TANKER ACFT/RESULT ENG FOD. ",154526,478,P8,REFUELING,"POWER PLANTS AND M01, M02",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2355,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52521,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154728,223,PD,RETURN TO LINE,AIRFRAME,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2356,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52521,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154729,223,P1,RETURN TO LINE,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2357,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52522,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154728,223,PD,RETURN TO LINE,AIRFRAME,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2358,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52522,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154729,223,P1,RETURN TO LINE,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2359,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52523,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154728,223,PD,RETURN TO LINE,AIRFRAME,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2360,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52523,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154729,223,P1,RETURN TO LINE,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2361,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52524,,H,E03,AN,Airman,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154728,223,PD,RETURN TO LINE,AIRFRAME,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2362,82260,8/30/1998 12:00:00 AM,C,1998.0,3C,N,N21297,ABRAHAM LINCOLN,CVN,87510,S003B,Y,E,52524,,H,E03,AN,Airman,,Unknown,Unknown,N09345,ACFT SPOILER PENETRATED UPPER WING PANEL DURING WING FOLD.            ,154729,223,P1,RETURN TO LINE,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2363,82261,9/17/1998 12:00:00 AM,C,1998.0,2C,N,N21297,ABRAHAM LINCOLN,CVN,87511,F018C,Y,E,52525,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09637,EXTERNAL FUEL TANK JETTISONED FROM AIRCRAFT.                          ,154730,447,X0,COMBAT TACTICS,"ACFT W/O DAMAGE, CAUSED DAMAGE TO OR INJURY IN ANOTHER ACFT/PERSON",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2364,82261,9/17/1998 12:00:00 AM,C,1998.0,2C,N,N21297,ABRAHAM LINCOLN,CVN,87511,F018C,Y,E,52525,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09637,EXTERNAL FUEL TANK JETTISONED FROM AIRCRAFT.                          ,154731,447,XM,COMBAT TACTICS,LOSS EXTERNALLY/INTERNALLY CARRIED EQUIPMENT/STORES,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2365,82265,3/11/1999 12:00:00 AM,C,1999.0,3C,,,,,87515,F014A,Y,E,52537,34.0,H,E06,PO1,Petty Officer 1st Class,,Unknown,Unknown,N09678,"DUR LOW PWR TURN, INADVERTENT WINGSWEEP CAUSED STBD WING TO HIT AILERO",154738,912,A2,HANGAR DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2366,82265,3/11/1999 12:00:00 AM,C,1999.0,3C,,,,,87515,F014A,Y,E,52537,34.0,H,E06,PO1,Petty Officer 1st Class,,Unknown,Unknown,N09678,"DUR LOW PWR TURN, INADVERTENT WINGSWEEP CAUSED STBD WING TO HIT AILERO",154739,912,X0,HANGAR DECK,"ACFT W/O DAMAGE, CAUSED DAMAGE TO OR INJURY IN ANOTHER ACFT/PERSON",M,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2367,82269,3/8/2000 12:00:00 AM,C,2000.0,3C,,,,,87521,EA006B,Y,E,52558,,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N53806,"AIRCRAFT TAXIING ON FLIGHT DECK COLLIDED WITH PARKED, UNMANNED ACFT.  ",154750,21Z,CB,NO FURTHER BREAKDOWN,POWERED OR NON-SELF PROPELLED VEHICLE ON CARRIER FLIGHT/HANGAR DECK,,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
2368,82269,3/8/2000 12:00:00 AM,C,2000.0,3C,,,,,87521,EA006B,Y,E,52559,,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N53806,"AIRCRAFT TAXIING ON FLIGHT DECK COLLIDED WITH PARKED, UNMANNED ACFT.  ",154750,21Z,CB,NO FURTHER BREAKDOWN,POWERED OR NON-SELF PROPELLED VEHICLE ON CARRIER FLIGHT/HANGAR DECK,,NO INJURY OR ILLNESS,,Yes,Pilot,Low,Machine Damage,,,,No
